article_id,title,journal,pub_year,times_cited,doi,study_type_2,fieldstudy_country,affiliation,affiliation_country
847,Environmental Records from Great Barrier Reef Corals: Inshore versus Offshore Drivers,PLOS ONE,2013,11,10.1371/journal.pone.0077091,Field-based,Australia,"Australian Natl Univ, Res Sch Earth Sci, Canberra, ACT, Univ Texas Austin, Inst Marine Sci, Port Aransas","Australia, United States"
849,Ultraviolet-B Wavelengths Regulate Changes in UV Absorption of Cleaner Fish Labroides dimidiatus Mucus,PLOS ONE,2013,5,10.1371/journal.pone.0078527,Field-based,Australia,"Univ Queensland, Sch Biol Sci, Brisbane, Qld",Australia
850,Growth of Tropical dasyatid Rays Estimated Using a Multi-Analytical Approach,PLOS ONE,2013,3,10.1371/journal.pone.0077194,Field-based,Australia,"Australian Inst Marine Sci, Crawley, WA, Murdoch Univ, Sch Vet & Life Sci, Perth, WA",Australia
852,Tolerance of Sponge Assemblages to Temperature Anomalies: Resilience and Proliferation of Sponges following the 1997-8 El-Nino Southern Oscillation,PLOS ONE,2013,14,10.1371/journal.pone.0076441,Field-based,Brazil,"Univ Fed Bahia, Inst Biol, Salvador, BA",Brazil
853,"Seasonal abundance, philopatry and demographic structure of Caribbean reef shark (Carcharhinus perezi) assemblages in the north-east Exuma Sound, The Bahamas",MARINE BIOLOGY,2013,17,10.1007/s00227-013-2246-0,Field-based,Bahamas,"Cape Eleuthera Inst, Shark Res & Conservat Program, Eleuthera, Univ Plymouth, Inst Marine, Sch Marine Sci & Engn, Plymouth PL4 8AA, Devon","Bahamas, United Kingdom"
854,Lights and shadows: growth patterns in three sympatric and congeneric sponges (Ircinia spp.) with contrasting abundances of photosymbionts,MARINE BIOLOGY,2013,3,10.1007/s00227-013-2267-8,Field-based,Spain,"Ctr Adv Studies Blanes CEAB CSIC, Blanes 17300, Girona",Spain
855,"Combined Amplicon Pyrosequencing Assays Reveal Presence of the Apicomplexan ""type-N"" (cf. Gemmocystis cylindrus) and Chromera velia on the Great Barrier Reef, Australia",PLOS ONE,2013,10,10.1371/journal.pone.0076095,Field-based,Australia,"Univ Sydney, Fac Vet Sci, Sydney, NSW 2006",Australia
856,Seasonal Dynamics of Fish Assemblages on Breakwaters and Natural Rocky Reefs in a Temperate Estuary: Consistent Assemblage Differences Driven by Sub-Adults,PLOS ONE,2013,11,10.1371/journal.pone.0075790,Field-based,Australia,"Univ Technol Sydney, Sch Environm, Fish Ecol Lab, Sydney, NSW 2007",Australia
857,Caught in the Middle: Combined Impacts of Shark Removal and Coral Loss on the Fish Communities of Coral Reefs,PLOS ONE,2013,63,10.1371/journal.pone.0074648,Field-based,Australia,"Univ Toronto, Dept Ecol & Evolutionary Biol, Toronto, ON, Univ Western Australia, Oceans Inst, Australian Inst Marine Sci, Crawley, WA","Canada, Australia"
858,Evaluating Social and Ecological Vulnerability of Coral Reef Fisheries to Climate Change,PLOS ONE,2013,73,10.1371/journal.pone.0074321,Field-based,Kenya,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia
860,Habitat preferences of a corallivorous reef fish: predation risk versus food quality,CORAL REEFS,2013,16,10.1007/s00338-013-1057-6,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
862,Wave-induced abiotic stress shapes phenotypic diversity in a coral reef fish across a geographical cline,CORAL REEFS,2013,14,10.1007/s00338-013-1039-8,Field-based,Australia,"Australian Natl Univ, Res Sch Biol, ARC Ctr Excellence Coral Reef Studies, Canberra, ACT 0200, James Cook Univ, Sch Marine & Trop Biol, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia
863,Tourism's nitrogen footprint on a Mesoamerican coral reef,CORAL REEFS,2013,19,10.1007/s00338-013-1040-2,Field-based,Mexico,"Carnegie Inst Sci, Geophys Lab, Washington, Natl Museum Nat Hist, Marine Sci Network, Smithsonian Inst, Washington",United States
864,Acanthaster planci is a major cause of coral mortality in Indonesia,CORAL REEFS,2013,53,10.1007/s00338-013-1025-1,Field-based,Indonesia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia
865,Ground-level spectroscopy analyses and classification of coral reefs using a hyperspectral camera,CORAL REEFS,2013,5,10.1007/s00338-013-1033-1,Field-based,Israel,"Ben Gurion Univ Negev, Jacob Blaustein Inst Desert Res, Remote Sensing Lab, IL-84990 Beer Sheva",Israel
866,"Morphology, sociality, and ecology: can morphology predict pairing behavior in coral reef fishes?",CORAL REEFS,2013,20,10.1007/s00338-013-1042-0,Field-based,Australia,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
867,"How wave exposure, group size and habitat complexity influence foraging and population densities in fishes of the genus Halichoeres (Perciformes: Labridae) on tropical rocky shores",MARINE BIOLOGY,2013,20,10.1007/s00227-013-2233-5,Field-based,Brazil,"Univ Fed Bahia, Lab Ecol Benton, BR-40170115 Salvador, BA, Univ Fed Bahia, Programa Pos Grad Ecol & Biomonitoramento, Salvador, BA",Brazil
868,Differential use of shelter holes by sympatric species of blennies (Blennidae),MARINE BIOLOGY,2013,3,10.1007/s00227-013-2235-3,Field-based,Australia,"Marine Sci Program, Dept Environm & Conservat, Kensington, WA 6151, Univ Western Australia, Oceans Inst, Crawley, WA 6009",Australia
869,Coupled changes in oxygen concentration and pH caused by metabolism of benthic coral reef organisms,MARINE BIOLOGY,2013,25,10.1007/s00227-013-2239-z,Field-based,Curacao,"Univ Calif San Diego, Scripps Inst Oceanog, San Diego",United States
869,Coupled changes in oxygen concentration and pH caused by metabolism of benthic coral reef organisms,MARINE BIOLOGY,2013,25,10.1007/s00227-013-2239-z,Field-based,French Polynesia,"Univ Calif San Diego, Scripps Inst Oceanog, San Diego",United States
873,"Co-management approaches and incentives improve management effectiveness in the Karimunjawa National Park, Indonesia",MARINE POLICY,2013,13,10.1016/j.marpol.2012.12.022,Field-based,Indonesia,"Wildlife Conservat Soc, Marine Programs, Bogor, Java",Indonesia
874,"Social learning of predators in the dark: understanding the role of visual, chemical and mechanical information",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2013,7,10.1098/rspb.2013.0720,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
877,Effects of elevated pCO(2) and the effect of parent acclimation on development in the tropical Pacific sea urchin Echinometra mathaei,MARINE BIOLOGY,2013,34,10.1007/s00227-012-2023-5,Field-based,Australia,"Australian Inst Marine Sci, Townsville, Qld 4810",Australia
879,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,MARINE BIOLOGY,2013,59,10.1007/s00227-012-2111-6,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
880,"Changes in Bleaching Susceptibility among Corals Subject to Ocean Warming and Recurrent Bleaching in Moorea, French Polynesia",PLOS ONE,2013,40,10.1371/journal.pone.0070443,Field-based,French Polynesia,"James Cook Univ North Queensland, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld",Australia
881,The Relationship between Diver Experience Levels and Perceptions of Attractiveness of Artificial Reefs - Examination of a Potential Management Tool,PLOS ONE,2013,18,10.1371/journal.pone.0068899,Field-based,Barbados,"Univ Hull, Ctr Environm & Marine Sci, Scarborough, N Yorkshire",United Kingdom
882,A Comparison of Measures of Boldness and Their Relationships to Survival in Young Fish,PLOS ONE,2013,15,10.1371/journal.pone.0068900,Field-based,Australia,"James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
883,Native Predators Do Not Influence Invasion Success of Pacific Lionfish on Caribbean Reefs,PLOS ONE,2013,65,10.1371/journal.pone.0068259,Field-based,Bahamas,"Univ N Carolina, Dept Biol, Chapel Hill",United States
883,Native Predators Do Not Influence Invasion Success of Pacific Lionfish on Caribbean Reefs,PLOS ONE,2013,65,10.1371/journal.pone.0068259,Field-based,Belize,"Univ N Carolina, Dept Biol, Chapel Hill",United States
883,Native Predators Do Not Influence Invasion Success of Pacific Lionfish on Caribbean Reefs,PLOS ONE,2013,65,10.1371/journal.pone.0068259,Field-based,Cuba,"Univ N Carolina, Dept Biol, Chapel Hill",United States
883,Native Predators Do Not Influence Invasion Success of Pacific Lionfish on Caribbean Reefs,PLOS ONE,2013,65,10.1371/journal.pone.0068259,Field-based,Mexico,"Univ N Carolina, Dept Biol, Chapel Hill",United States
884,Fast Detection of Nutrient Limitation in Macroalgae and Seagrass with Nutrient-Induced Fluorescence,PLOS ONE,2013,9,10.1371/journal.pone.0068834,Field-based,Curacao,"Univ Amsterdam, Inst Biodivers & Ecosyst Dynam, Amsterdam",Netherlands
886,Home range and movement patterns of the Redlip Parrotfish (Scarus rubroviolaceus) in Hawaii,MARINE BIOLOGY,2013,10,10.1007/s00227-013-2211-y,Field-based,United States,"Alaska Dept Fish & Game, Div Commercial Fisheries, Univ Hawaii Manoa, Dept Zool, Honolulu",United States
887,The relationship between lunar periodicity and activity of fish-parasitic gnathiid isopods in the Caribbean,MARINE BIOLOGY,2013,7,10.1007/s00227-013-2213-9,Field-based,Barbados,"Arkansas State Univ, Dept Biol Sci, State Univ",United States
887,The relationship between lunar periodicity and activity of fish-parasitic gnathiid isopods in the Caribbean,MARINE BIOLOGY,2013,7,10.1007/s00227-013-2213-9,Field-based,Curacao,"Arkansas State Univ, Dept Biol Sci, State Univ",United States
887,The relationship between lunar periodicity and activity of fish-parasitic gnathiid isopods in the Caribbean,MARINE BIOLOGY,2013,7,10.1007/s00227-013-2213-9,Field-based,Grenada,"Arkansas State Univ, Dept Biol Sci, State Univ",United States
887,The relationship between lunar periodicity and activity of fish-parasitic gnathiid isopods in the Caribbean,MARINE BIOLOGY,2013,7,10.1007/s00227-013-2213-9,Field-based,Trinidad and Tobago,"Arkansas State Univ, Dept Biol Sci, State Univ",United States
887,The relationship between lunar periodicity and activity of fish-parasitic gnathiid isopods in the Caribbean,MARINE BIOLOGY,2013,7,10.1007/s00227-013-2213-9,Field-based,United States,"Arkansas State Univ, Dept Biol Sci, State Univ",United States
887,The relationship between lunar periodicity and activity of fish-parasitic gnathiid isopods in the Caribbean,MARINE BIOLOGY,2013,7,10.1007/s00227-013-2213-9,Field-based,United States Virgin Islands,"Arkansas State Univ, Dept Biol Sci, State Univ",United States
888,Evidence for benthic primary production support of an apex predator-dominated coral reef food web,MARINE BIOLOGY,2013,13,10.1007/s00227-013-2220-x,Field-based,United States,"NOAA NOS NCCOS CCFHR, Beaufort",United States
889,Sun Compass Orientation Helps Coral Reef Fish Larvae Return to Their Natal Reef,PLOS ONE,2013,32,10.1371/journal.pone.0066039,Field-based,Australia,"Carl von Ossietzky Univ Oldenburg, Forschungszentrum Neurosensor, D-26111 Oldenburg, Carl von Ossietzky Univ Oldenburg, Inst Biol & Umweltwissensch, D-26111 Oldenburg",Germany
891,"In-Situ Effects of Simulated Overfishing and Eutrophication on Benthic Coral Reef Algae Growth, Succession, and Composition in the Central Red Sea",PLOS ONE,2013,11,10.1371/journal.pone.0066992,Field-based,Saudi Arabia,"Leibniz Ctr Trop Marine Ecol ZMT, Coral Reef Ecol Grp CORE, Bremen",Germany
893,The Mangrove Nursery Paradigm Revisited: Otolith Stable Isotopes Support Nursery-to-Reef Movements by Indo-Pacific Fishes,PLOS ONE,2013,37,10.1371/journal.pone.0066320,Field-based,"Tanzania, United Republic Of","Radboud Univ Nijmegen, Inst Water & Wetland Res, Dept Anim Ecol & Ecophysiol, NL-6525 ED Nijmegen, Tanzania Fisheries Res Inst, Kigoma","Netherlands, Tanzania, United Republic Of"
894,Additive Diversity Partitioning of Fish in a Caribbean Coral Reef Undergoing Shift Transition,PLOS ONE,2013,19,10.1371/journal.pone.0065665,Field-based,Mexico,"IPN, Unidad Merida, Ctr Invest & Estudios Avanzados, Lab Ecol Ecosistemas Arrecifes Coralinos, Merida, Yucatan",Mexico
895,"The Different Potential of Sponge Bacterial Symbionts in N-2 Release Indicated by the Phylogenetic Diversity and Abundance Analyses of Denitrification Genes, nirK and nosZ",PLOS ONE,2013,4,10.1371/journal.pone.0065142,Field-based,China,"Shanghai Jiao Tong Univ, Marine Biotechnol Lab, State Key Lab Microbial Metab, Shanghai 200030, Shanghai Jiao Tong Univ, Sch Life Sci & Biotechnol, Shanghai 200030",Peoples R China
898,Behavioural Disturbances in a Temperate Fish Exposed to Sustained High-CO2 Levels,PLOS ONE,2013,77,10.1371/journal.pone.0065825,Field-based,Sweden,"Univ Gothenburg, Dept Biol & Environm Sci, Gothenburg",Sweden
899,Microhabitat association in white-streaked grouper Epinephelus ongus: importance of Acropora spp.,MARINE BIOLOGY,2013,14,10.1007/s00227-013-2205-9,Field-based,Japan,"Fisheries Res Agcy, Res Ctr Subtrop Fisheries, Seikai Natl Fisheries Res Inst, Ishigaki, Okinawa 9070451",Japan
901,Patterns of connectivity among populations of a coral reef fish,CORAL REEFS,2013,11,10.1007/s00338-012-0990-0,Field-based,Belize,"NOAA, Fish Ecol Div, NW Fisheries Sci Ctr, Natl Marine Fisheries Serv, Seattle",United States
903,"Patterns of recruitment and microhabitat associations for three predatory coral reef fishes on the southern Great Barrier Reef, Australia",CORAL REEFS,2013,22,10.1007/s00338-012-0985-x,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4814, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4814",Australia
904,Habitat complexity and fish size affect the detection of Indo-Pacific lionfish on invaded coral reefs,CORAL REEFS,2013,27,10.1007/s00338-012-0987-8,Field-based,Bahamas,"Simon Fraser Univ, Dept Biol Sci, Earth Ocean Res Grp, Burnaby, BC V5A 1S6",Canada
905,Stable isotope analysis indicates a lack of inter- and intra-specific dietary redundancy among ecologically important coral reef fishes,CORAL REEFS,2013,19,10.1007/s00338-012-0988-7,Field-based,"Tanzania, United Republic Of","Rhodes Univ, Coastal Res Grp, Dept Zool & Entomol, ZA-6140 Grahamstown",South Africa
906,The effects of sea surface temperature anomalies on oceanic coral reef systems in the southwestern tropical Atlantic,CORAL REEFS,2013,19,10.1007/s00338-012-0992-y,Field-based,Brazil,"Univ Fed Pernambuco, Dept Oceanog, BR-50670901 Recife, PE",Brazil
907,Seasonally changing habitat use patterns among roving herbivorous fishes in the southern Red Sea: the role of temperature and algal community structure,CORAL REEFS,2013,13,10.1007/s00338-012-1000-2,Field-based,Eritrea,"Coll Marine Sci & Technol, Dept Appl Marine Sci, Massawa, Univ Groningen, Dept Ocean Ecosyst, POB 11103, NL-9700 CC Groningen","Eritrea, Netherlands"
908,"Effects of season, sex and body size on the feeding ecology of turtle-headed sea snakes (Emydocephalus annulatus) on IndoPacific inshore coral reefs",CORAL REEFS,2013,10,10.1007/s00338-012-1008-7,Field-based,New Caledonia,"Univ Nouvelle Caledonie, Lab Excellence CORAIL, Noumea 98851, Univ Nouvelle Caledonie, Lab LIVE, Noumea 98851",New Caledonia
909,Soundscapes from a Tropical Eastern Pacific reef and a Caribbean Sea reef,CORAL REEFS,2013,34,10.1007/s00338-012-1007-8,Field-based,Panama,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami",United States
909,Soundscapes from a Tropical Eastern Pacific reef and a Caribbean Sea reef,CORAL REEFS,2013,34,10.1007/s00338-012-1007-8,Field-based,United States,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami",United States
910,The trophic importance of algal turfs for coral reef fishes: the crustacean link,CORAL REEFS,2013,40,10.1007/s00338-013-1009-1,Field-based,Australia,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
912,Spatiotemporal Variability of Dimethylsulphoniopropionate on a Fringing Coral Reef: The Role of Reefal Carbonate Chemistry and Environmental Variability,PLOS ONE,2013,14,10.1371/journal.pone.0064651,Field-based,Egypt,"Univ Glasgow, Sch Geog & Earth Sci, Glasgow, Lanark",United Kingdom
918,Evaluating marine protected areas for managing marine resource conflict in Hawaii,MARINE POLICY,2013,12,10.1016/j.marpol.2012.11.003,Field-based,United States,"Washington State Univ Vancouver, Sch Environm, Vancouver",United States
919,The impact of climate change on prawn postlarvae fishing in coastal Bangladesh: Socioeconomic and ecological perspectives,MARINE POLICY,2013,21,10.1016/j.marpol.2012.10.008,Field-based,Bangladesh,"Univ Pavia, Dept Earth & Environm Sci, I-27100 Pavia",Italy
925,Environmental Influences on Patterns of Vertical Movement and Site Fidelity of Grey Reef Sharks (Carcharhinus amblyrhynchos) at Aggregation Sites,PLOS ONE,2013,41,10.1371/journal.pone.0060331,Field-based,Palau,"Australian Inst Marine Sci, Perth, WA, Univ Western Australia, Oceans Inst, Perth, WA 6009, Univ Western Australia, Sch Anim Biol, Perth, WA 6009",Australia
926,Effectiveness of Annealing Blocking Primers versus Restriction Enzymes for Characterization of Generalist Diets: Unexpected Prey Revealed in the Gut Contents of Two Coral Reef Fish Species,PLOS ONE,2013,21,10.1371/journal.pone.0058076,Field-based,French Polynesia,"Smithsonian Inst, Natl Museum Nat Hist, Dept Invertebrate Zool, Washington, Univ Perpignan, CBETM, USR CRIOBE CNRS EPHE 3278, Lab Excellence Corail, F-66025 Perpignan","United States, France"
927,Does Herbivorous Fish Protection Really Improve Coral Reef Resilience? A Case Study from New Caledonia (South Pacific),PLOS ONE,2013,22,10.1371/journal.pone.0060564,Field-based,New Caledonia,"IRD, Res Unit Coreus 227, Noumea",New Caledonia
928,"Species-Specific Responses of Corals to Bleaching Events on Anthropogenically Turbid Reefs on Okinawa Island, Japan, over a 15-year Period (1995-2009)",PLOS ONE,2013,26,10.1371/journal.pone.0060952,Field-based,Japan,"NIES, Ctr Environm Biol & Ecosyst Studies, Tsukuba, Ibaraki",Japan
929,Genetic testing reveals some mislabeling but general compliance with a ban on herbivorous fish harvesting in Belize,CONSERVATION LETTERS,2013,12,10.1111/j.1755-263X.2012.00286.x,Field-based,Belize,"Univ N Carolina, Dept Biol, Chapel Hill",United States
930,Population genetic variation in the New Zealand greenshell mussel: locus-dependent conflicting signals of weak structure and high gene flow balanced against pronounced structure and high self-recruitment,MARINE BIOLOGY,2013,22,10.1007/s00227-012-2145-9,Field-based,New Zealand,"Huazhong Agr Univ, Coll Fisheries, Wuhan 430070, Hubei, Victoria Univ Wellington, Sch Biol Sci, Ctr Marine Environm & Econ Res, Wellington 6140","Peoples R China, New Zealand"
931,"Antipredator responses to invasive lionfish, Pterois volitans: interspecific differences in cue utilization by two coral reef gobies",MARINE BIOLOGY,2013,22,10.1007/s00227-012-2156-6,Field-based,Bahamas,"Univ Mississippi, Dept Pharmacognosy, University",United States
932,Transmitter attachment and release methods for short-term shark and stingray tracking on coral reefs,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2151-y,Field-based,Australia,"UWA Oceans Inst M096, Australian Inst Marine Sci, Crawley, WA 6009",Australia
933,Small-Scale Habitat Structure Modulates the Effects of No-Take Marine Reserves for Coral Reef Macroinvertebrates,PLOS ONE,2013,7,10.1371/journal.pone.0058998,Field-based,New Caledonia,"IRD, UR CoReUs 2 227, Fisheries Dept Vanuatu, Port Vila",Vanuatu
934,In Situ Coral Reef Oxygen Metabolism: An Eddy Correlation Study,PLOS ONE,2013,39,10.1371/journal.pone.0058581,Field-based,United States,"Univ Virginia, Dept Environm Sci, Charlottesville",United States
935,Elevated CO2 Affects Predator-Prey Interactions through Altered Performance,PLOS ONE,2013,52,10.1371/journal.pone.0058520,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
937,"Niche partitioning of feeding microhabitats produces a unique function for herbivorous rabbitfishes (Perciformes, Siganidae) on coral reefs",CORAL REEFS,2013,28,10.1007/s00338-012-0945-5,Field-based,Australia,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
938,"Environmentally controlled succession in a late Pleistocene coral reef (Sinai, Egypt)",CORAL REEFS,2013,6,10.1007/s00338-012-0968-y,Field-based,Egypt,"Humboldt Univ, Museum Nat Kunde, Leibniz Inst Res Evolut & Biodivers, D-10115 Berlin",Germany
940,The promiscuous larvae: flexibility in the establishment of symbiosis in corals,CORAL REEFS,2013,26,10.1007/s00338-012-0951-7,Field-based,Australia,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811",Australia
941,SedPods: a low-cost coral proxy for measuring net sedimentation,CORAL REEFS,2013,13,10.1007/s00338-012-0953-5,Field-based,United States,"US Geol Survey, Pacific Coastal & Marine Sci Ctr, Santa Cruz",United States
942,Spatial variation in mechanical properties of coral reef substrate and implications for coral colony integrity,CORAL REEFS,2013,1,10.1007/s00338-012-0958-0,Field-based,Australia,"James Cook Univ, Sch Marine Biol & Aquaculture, Townsville, Qld 4811, Macquarie Univ, Dept Biol Sci, Sydney, NSW 2109",Australia
943,"Bleaching, coral mortality and subsequent survivorship on a West Australian fringing reef",CORAL REEFS,2013,47,10.1007/s00338-012-0974-0,Field-based,Australia,"Australian Inst Marine Sci, UWA Oceans Inst, Crawley, WA",Australia
944,Spatiotemporal variations in CO2 flux in a fringing reef simulated using a novel carbonate system dynamics model,CORAL REEFS,2013,9,10.1007/s00338-012-0964-2,Field-based,Japan,"Tokyo Inst Technol, Grad Sch Informat Sci & Engn, Dept Mech & Environm Informat, Meguro Ku, Tokyo 1528552",Japan
945,Decline in sea snake abundance on a protected coral reef system in the New Caledonian Lagoon,CORAL REEFS,2013,16,10.1007/s00338-012-0977-x,Field-based,New Caledonia,"Univ Nouvelle Caledonie, Lab LIVE, Labex CORAIL, Noumea 98851",New Caledonia
947,Home range of immature green turtles tracked at an offshore tropical reef using automated passive acoustic technology,MARINE BIOLOGY,2013,11,10.1007/s00227-012-2117-0,Field-based,Australia,"Ctr Trop Water & Aquat Ecosyst Res, Townsville, Qld 4811, James Cook Univ, Sch Earth & Environm Sci, Townsville, Qld 4811",Australia
948,Behavioural flexibility in reef fishes responding to a rapidly changing wave environment,MARINE BIOLOGY,2013,24,10.1007/s00227-012-2123-2,Field-based,Australia,"Australian Natl Univ, ARC Ctr Excellence Coral Reef Studies, Res Sch Biol, Canberra, ACT 0200",Australia
950,"Tracing value chains to understand effects of trade on coral reef fish in Zanzibar, Tanzania",MARINE POLICY,2013,24,10.1016/j.marpol.2012.05.041,Field-based,"Tanzania, United Republic Of","Stockholm Univ, Dept Syst Ecol, SE-10691 Stockholm, Stockholm Univ, Stockholm Resilience Ctr, SE-10691 Stockholm",Sweden
951,Coral reef calcifiers buffer their response to ocean acidification using both bicarbonate and carbonate,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2013,70,10.1098/rspb.2012.2374,Field-based,French Polynesia,"Calif State Univ Northridge, Dept Biol, Northridge",United States
952,Extensive cryptic species diversity and fine-scale endemism in the marine red alga Portieria in the Philippines,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2013,63,10.1098/rspb.2012.2660,Field-based,Philippines,"Silliman Univ, Inst Environm & Marine Sci, Dumaguete 6200, Univ Ghent, Dept Biol, Physiol Res Grp, B-9000 Ghent","Philippines, Belgium"
953,Digital Reef Rugosity Estimates Coral Reef Habitat Complexity,PLOS ONE,2013,26,10.1371/journal.pone.0057386,Field-based,Indonesia,"Biosphere Fdn, Coral Reef Projects, Big Pine, Coll Charleston, Dept Biol, Charleston",United States
955,Spot the Difference: Mimicry in a Coral Reef Fish,PLOS ONE,2013,5,10.1371/journal.pone.0055938,Field-based,Australia,"Univ Western Australia, Ctr Microscopy Characterisat & Anal, Crawley, WA, Univ Western Australia, Sch Anim Biol, Ctr Evolutionary Biol, Crawley, WA",Australia
956,"Relationships between Host Phylogeny, Host Type and Bacterial Community Diversity in Cold-Water Coral Reef Sponges",PLOS ONE,2013,20,10.1371/journal.pone.0055505,Field-based,Norway,"Max Planck Inst Marine Microbiol, HGF MPG Grp Deep Sea Ecol & Technol, Bremen, Univ Bergen, Marine Microbiol Grp, Dept Biol, Bergen","Germany, Norway"
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,"Bonaire, Sint Eustatius, Saba, Sint Eustatius, Saba","Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,Curacao,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,Saint Kitts and Nevis,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,Saint Lucia,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,Saint Vincent and the Grenadines,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,Trinidad and Tobago,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada
958,Variation in benthic communities of eastern Caribbean coral reefs in relation to surface sediment composition,MARINE BIOLOGY,2013,3,10.1007/s00227-012-2092-5,Field-based,United States Virgin Islands,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6",Canada
960,"Dynamics of Coral Reef Benthic Assemblages of the Abrolhos Bank, Eastern Brazil: Inferences on Natural and Anthropogenic Drivers",PLOS ONE,2013,63,10.1371/journal.pone.0054260,Field-based,Brazil,"Univ Fed Paraiba, Dept Engn & Meio Ambiente, Rio Tinto, Paraiba",Brazil
961,Biological Responses of the Coral Montastraea annularis to the Removal of Filamentous Turf Algae,PLOS ONE,2013,5,10.1371/journal.pone.0054810,Field-based,Mexico,"Colegio Frontera Sur, Chetmal, Quintana Roo",Mexico
962,"Coverage, Diversity, and Functionality of a High-Latitude Coral Community (Tatsukushi, Shikoku Island, Japan)",PLOS ONE,2013,15,10.1371/journal.pone.0054330,Field-based,Japan,"Acad Sinica, Biodivers Res Ctr, Taipei 115",Taiwan
963,Community Change within a Caribbean Coral Reef Marine Protected Area following Two Decades of Local Management,PLOS ONE,2013,6,10.1371/journal.pone.0054069,Field-based,"Bonaire, Sint Eustatius, Saba, Sint Eustatius, Saba","Australian Natl Univ, ARC Ctr Excellence Coral Reef Studies, Res Sch Biol, Canberra, ACT, Saba Conservat Fdn, The Bottom, Saba","Australia, Neth Antilles"
965,Energetic Extremes in Aquatic Locomotion by Coral Reef Fishes,PLOS ONE,2013,12,10.1371/journal.pone.0054033,Field-based,Australia,"Australian Natl Univ, Res Sch Biol, ARC Ctr Excellence Coral Reef Studies, Canberra, ACT",Australia
